fpr,tpr,thresholds
0.5252897787144363,0.72,0.3544469253854965
0.5305584826132771,0.72,0.3513091207126059
0.5305584826132771,0.73,0.35062975618679165
0.5331928345626976,0.73,0.3499271061119197
0.5337197049525817,0.74,0.34992710611188266
0.5347734457323499,0.74,0.3499271061118826
0.5374077976817703,0.75,0.3499271061118825
0.5384615384615384,0.75,0.3499271061118823
0.5395152792413066,0.75,0.3499271061118819
0.5405690200210748,0.75,0.34992710611188177
0.5563751317175974,0.75,0.3439920932373373
0.5563751317175974,0.76,0.3434721036949945
0.5700737618545838,0.76,0.3368606870430182
0.5700737618545838,0.77,0.3368098695143465
0.5732349841938883,0.77,0.33435771878231274
0.5732349841938883,0.79,0.33367845869826324
0.5763962065331928,0.79,0.332938893315871
0.5774499473129611,0.79,0.33271287162883617
0.5821917808219178,0.79,0.3307189138830741
0.583245521601686,0.79,0.33071891388307395
0.5848261327713382,0.8,0.33071891388307384
0.5895679662802951,0.8,0.3289039525478311
0.5906217070600632,0.8,0.328717590716715
0.5948366701791359,0.8,0.3259861843755719
0.5958904109589042,0.8,0.3259249479256565
0.5974710221285564,0.8,0.3254289503398539
0.5995785036880927,0.8,0.3239678100489634
0.6006322444678609,0.8,0.3235968389098093
0.6016859852476291,0.8,0.3232316863524312
0.6016859852476291,0.82,0.3228800461307067
0.6022128556375131,0.82,0.32255437906322343
0.6032665964172813,0.82,0.32216787838617783
0.613277133825079,0.82,0.3191849527035687
0.613277133825079,0.84,0.3184769161432891
0.6169652265542677,0.84,0.3142696805273545
0.6185458377239199,0.84,0.3142696805273543
0.6201264488935722,0.84,0.31426968052712506
0.6211801896733403,0.84,0.3135851682377613
0.6280295047418335,0.84,0.3100537056931318
0.6280295047418335,0.85,0.3100460616359281
0.6285563751317176,0.85,0.3099964525453133
0.6285563751317176,0.86,0.3099336991383149
0.6343519494204426,0.86,0.30470433957324244
0.6354056902002108,0.86,0.30360140272878583
0.6396206533192834,0.86,0.30000000000000016
0.6412012644889358,0.86,0.29999999999999993
0.642781875658588,0.86,0.29862252577216586
0.6438356164383562,0.86,0.29851373550886506
0.6464699683877766,0.86,0.2950967673809446
0.6475237091675448,0.86,0.29444455980301404
0.6480505795574288,0.86,0.29421663121421177
0.6480505795574288,0.87,0.2941160022607902
0.654899894625922,0.87,0.2850653146993605
0.654899894625922,0.88,0.2845288360172139
0.6559536354056902,0.88,0.28417270913040954
0.6570073761854583,0.88,0.2834766662201997
0.6591148577449948,0.88,0.28208593580570945
0.6591148577449948,0.9,0.2817559548237981
0.6691253951527925,0.9,0.2748523284095215
0.6691253951527925,0.91,0.2728947399603148
0.6701791359325606,0.91,0.2723177866040256
0.6701791359325606,0.92,0.27048526029844605
0.6770284510010537,0.92,0.246264384720506
0.678082191780822,0.92,0.2449357343593053
0.6812434141201265,0.92,0.2406343683017152
0.6812434141201265,0.94,0.2405882652421748
0.6886195995785037,0.94,0.2072361371706902
0.6886195995785037,0.95,0.2061922257499309
0.6896733403582719,0.95,0.20087127310368505
0.690200210748156,0.95,0.19597754407384854
0.6912539515279241,0.95,0.1944902856501466
0.6928345626975764,0.95,0.18416136814915346
0.6928345626975764,0.99,0.15024714513882695
1.0,1.0,0.0
